parameter,direction,variation_pct,result,change_vs_base_pct
primary_aluminium_factor,low,-19.999999999999996,46.194599999999994,-16.670094054744407
primary_aluminium_factor,high,19.999999999999996,64.67699999999999,16.670094054744407
recycled_aluminium_factor,low,-19.999999999999996,54.69323999999999,-1.3394954163194264
recycled_aluminium_factor,high,19.999999999999996,56.17835999999999,1.3394954163194137
electricity_factor,low,-19.999999999999996,54.4038,-1.8616128927516091
electricity_factor,high,19.999999999999996,56.4678,1.861612892751622
road_freight_factor,low,-19.999999999999996,55.364399999999996,-0.1287976361845541
road_freight_factor,high,19.999999999999996,55.5072,0.1287976361845669
